id_venda,id_cliente,id_produto,data_venda,hora_venda,canal_venda,quantidade,preco_unitario,desconto_pct,valor_frete,fulfillment,receita_bruta,valor_desconto,valor_previsto_calc,transaction_id,metodo_pagamento,status,valor_previsto,valor_pago,horario_transacao,suspeito_heuristica,delta,flag_divergencia,nome,segmento,uf,regiao,data_cadastro,nome_produto,categoria,subcategoria,preco_base,custo,ativo,data,ano,mes,dia,dia_semana,nome_mes,eh_fim_de_semana,margem_bruta,hora,R01,R02,R03,R04,score_risco
771,4016,1027,2024-09-21,1900-01-01 09:39:48,marketplace,3,104.57,10,19.9,zoop,313.71,31.371,302.239,tx_000771,cartao_credito,chargeback,302.24,313.91,09:39:48,False,0.0010000000000331966,False,Cliente 4016,servicos,MG,Sudeste,2022-05-19,Creme 1027,Beleza,Creme,100.46,76.76,True,2024-09-21,2024,9,21,5,September,True,83.42999999999995,9,0,0,1,0,5
772,3299,880,2024-09-08,1900-01-01 10:40:45,marketplace,1,1432.66,0,24.9,zoop,1432.66,0.0,1457.5600000000002,tx_000772,boleto,estornado,1457.56,1458.49,10:40:45,False,2.2737367544323206e-13,False,Cliente 3299,educacao,CE,Nordeste,2022-09-08,Tênis 880,Moda,Tênis,1453.51,1098.44,True,2024-09-08,2024,9,8,6,September,True,334.22,10,0,0,0,0,0
773,1734,647,2024-02-06,1900-01-01 14:47:37,marketplace,1,1889.44,5,14.9,zoop,1889.44,94.47200000000001,1809.8680000000002,tx_000773,cartao_credito,estornado,1809.87,1887.47,14:47:37,False,0.0019999999997253326,False,Cliente 1734,saude,CE,Nordeste,2022-03-16,Notebook 647,Eletrônicos,Notebook,1949.05,1489.81,True,2024-02-06,2024,2,6,1,February,False,399.6300000000001,14,0,0,0,0,0
774,3619,963,2024-02-11,1900-01-01 14:00:59,marketplace,2,976.25,10,14.9,zoop,1952.5,195.25,1772.15,tx_000774,cartao_credito,estornado,1772.15,1794.7800000000002,14:00:59,False,0.0,False,Cliente 3619,saude,PR,Sul,2022-09-24,Câmera 963,Eletrônicos,Câmera,1028.47,755.21,True,2024-02-11,2024,2,11,6,February,True,442.0799999999999,14,0,0,0,0,0
775,4236,773,2024-04-15,1900-01-01 13:31:48,marketplace,3,569.96,0,0.0,zoop,1709.88,0.0,1709.88,tx_000775,boleto,estornado,1709.88,1688.5500000000002,13:31:48,False,0.0,False,Cliente 4236,restaurante,AC,Norte,2023-02-01,Cadeira 773,Escritório,Cadeira,552.78,406.86,True,2024-04-15,2024,4,15,0,April,False,489.3000000000002,13,0,0,0,0,0
776,3975,723,2024-11-22,1900-01-01 00:13:33,app,1,861.45,0,24.9,zoop,861.45,0.0,886.35,tx_000776,cartao_credito,chargeback,886.35,871.88,00:13:33,False,0.0,False,Cliente 3975,restaurante,ES,Sudeste,2023-05-18,Câmera 723,Eletrônicos,Câmera,883.16,541.23,False,2024-11-22,2024,11,22,4,November,False,320.22,0,0,0,1,0,5
777,3498,1004,2024-10-02,1900-01-01 02:17:58,site,1,366.57,5,0.0,parceiro,366.57,18.328500000000002,348.2415,tx_000777,cartao_credito,chargeback,348.24,243.77,02:17:58,True,0.0014999999999645297,False,Cliente 3498,varejo,MG,Sudeste,2022-10-08,Teclado 1004,Escritório,Teclado,385.67,297.81,True,2024-10-02,2024,10,2,2,October,False,68.75999999999999,2,0,1,1,0,9
778,2917,1091,2024-01-25,1900-01-01 11:20:09,app,3,919.96,5,9.9,parceiro,2759.88,137.994,2631.786,tx_000778,boleto,chargeback,2631.79,2751.68,11:20:09,False,0.0039999999999054126,False,Cliente 2917,saude,PE,Nordeste,2023-01-07,Creme 1091,Beleza,Creme,934.88,686.51,True,2024-01-25,2024,1,25,3,January,False,700.3500000000004,11,0,0,1,0,5
779,1367,821,2024-09-15,1900-01-01 17:48:01,app,1,1805.92,10,9.9,zoop,1805.92,180.592,1635.228,tx_000779,boleto,chargeback,1635.23,1624.6,17:48:01,False,0.0019999999999527063,False,Cliente 1367,saude,PR,Sul,2023-07-06,Câmera 821,Eletrônicos,Câmera,1782.42,1154.97,False,2024-09-15,2024,9,15,6,September,True,650.95,17,0,0,1,0,5
780,3758,905,2024-01-11,1900-01-01 23:47:07,site,1,105.83,0,9.9,zoop,105.83,0.0,115.73,tx_000780,pix,aprovado,115.73,120.52,23:47:07,False,0.0,False,Cliente 3758,tecnologia,PR,Sul,2023-04-11,Fone de Ouvido 905,Eletrônicos,Fone de Ouvido,115.25,67.13,True,2024-01-11,2024,1,11,3,January,False,38.7,23,0,0,0,0,0
781,4494,1088,2024-08-30,1900-01-01 09:08:41,app,1,1203.5,5,19.9,zoop,1203.5,60.175000000000004,1163.2250000000001,tx_000781,boleto,estornado,1163.23,1176.92,09:08:41,False,0.004999999999881766,False,Cliente 4494,industria,ES,Sudeste,2023-07-04,Perfume 1088,Beleza,Perfume,1168.54,748.49,True,2024-08-30,2024,8,30,4,August,False,455.01,9,0,0,0,1,4
781,4494,1088,2024-08-30,1900-01-01 09:08:41,app,1,1203.5,5,19.9,zoop,1203.5,60.175000000000004,1163.2250000000001,tx_000781,boleto,aprovado,1201.92,1155.8200000000002,18:35:11,False,38.694999999999936,True,Cliente 4494,industria,ES,Sudeste,2023-07-04,Perfume 1088,Beleza,Perfume,1168.54,748.49,True,2024-08-30,2024,8,30,4,August,False,455.01,9,0,0,0,1,4
782,3351,561,2024-12-19,1900-01-01 16:20:52,site,1,1783.73,0,14.9,parceiro,1783.73,0.0,1798.63,tx_000782,cartao_credito,chargeback,1798.63,1847.45,16:20:52,False,0.0,False,Cliente 3351,tecnologia,PR,Sul,2022-10-29,Mesa 561,Escritório,Mesa,1819.67,1261.86,True,2024-12-19,2024,12,19,3,December,False,521.8700000000001,16,0,0,1,0,5
783,1250,639,2024-06-02,1900-01-01 06:45:29,site,2,444.9,15,9.9,parceiro,889.8,133.47,766.2299999999999,tx_000783,pix,recusado,766.23,728.4200000000001,06:45:29,False,1.1368683772161603e-13,False,Cliente 1250,educacao,DF,Centro-Oeste,2023-03-15,Liquidificador 639,Casa & Cozinha,Liquidificador,477.88,246.56,False,2024-06-02,2024,6,2,6,June,True,396.67999999999995,6,0,0,0,0,0
784,4103,912,2024-03-12,1900-01-01 14:05:13,marketplace,3,1331.45,5,9.9,parceiro,3994.3500000000004,199.71750000000003,3804.5325000000003,tx_000784,cartao_credito,estornado,3804.53,3961.25,14:05:13,False,0.0025000000000545697,False,Cliente 4103,tecnologia,DF,Centro-Oeste,2023-02-19,Camiseta 912,Moda,Camiseta,1326.77,956.91,True,2024-03-12,2024,3,12,1,March,False,1123.6200000000003,14,0,0,0,0,0
785,1992,562,2024-12-26,1900-01-01 00:40:21,app,1,1846.85,10,14.9,parceiro,1846.85,184.685,1677.065,tx_000785,cartao_credito,aprovado,1677.07,1760.81,00:40:21,False,0.004999999999881766,False,Cliente 1992,varejo,GO,Centro-Oeste,2022-10-30,Cadeira 562,Escritório,Cadeira,1881.31,1382.12,True,2024-12-26,2024,12,26,3,December,False,464.73,0,1,0,0,0,3
786,3727,753,2024-02-14,1900-01-01 20:21:55,app,1,1571.98,15,24.9,zoop,1571.98,235.797,1361.083,tx_000786,boleto,aprovado,1361.08,1350.41,20:21:55,False,0.003000000000156433,False,Cliente 3727,educacao,RS,Sul,2023-05-02,Tênis 753,Moda,Tênis,1641.11,890.45,True,2024-02-14,2024,2,14,2,February,False,681.53,20,0,0,0,0,0
787,2463,856,2024-02-29,1900-01-01 03:24:18,marketplace,1,1390.56,5,24.9,zoop,1390.56,69.528,1345.932,tx_000787,boleto,aprovado,1345.93,1296.24,03:24:18,False,0.0019999999999527063,False,Cliente 2463,tecnologia,SC,Sul,2023-07-26,Liquidificador 856,Casa & Cozinha,Liquidificador,1484.19,1095.01,True,2024-02-29,2024,2,29,3,February,False,295.54999999999995,3,0,0,0,0,0
788,2932,998,2024-04-03,1900-01-01 14:01:54,marketplace,3,426.55,15,19.9,zoop,1279.65,191.94750000000002,1107.6025000000002,tx_000788,pix,estornado,1107.6,1145.08,14:01:54,False,0.0025000000002819434,False,Cliente 2932,varejo,SP,Sudeste,2023-01-01,Cadeira 998,Escritório,Cadeira,461.75,246.2,True,2024-04-03,2024,4,3,2,April,False,541.0500000000002,14,0,0,0,0,0
789,2406,756,2024-05-31,1900-01-01 05:33:05,app,2,568.14,0,19.9,zoop,1136.28,0.0,1156.18,tx_000789,boleto,chargeback,1156.18,1124.3,05:33:05,False,0.0,False,Cliente 2406,saude,RJ,Sudeste,2022-12-06,Smartphone 756,Eletrônicos,Smartphone,593.88,405.58,True,2024-05-31,2024,5,31,4,May,False,325.12,5,0,0,1,0,5
790,1144,608,2024-11-15,1900-01-01 22:29:20,site,2,1817.99,10,19.9,parceiro,3635.98,363.598,3292.282,tx_000790,cartao_credito,aprovado,3292.28,3242.42,22:29:20,False,0.0019999999999527063,False,Cliente 1144,servicos,DF,Centro-Oeste,2022-09-13,Perfume 608,Beleza,Perfume,1826.78,1069.23,True,2024-11-15,2024,11,15,4,November,False,1497.52,22,0,0,0,0,0
791,1176,883,2024-03-04,1900-01-01 01:12:42,site,1,1380.26,15,9.9,zoop,1380.26,207.039,1183.121,tx_000791,boleto,chargeback,1183.12,1159.2099999999998,01:12:42,False,0.0010000000002037268,False,Cliente 1176,educacao,SC,Sul,2023-08-06,Liquidificador 883,Casa & Cozinha,Liquidificador,1402.66,927.61,True,2024-03-04,2024,3,4,0,March,False,452.65,1,0,0,1,0,5
792,2082,647,2024-09-06,1900-01-01 13:13:27,marketplace,1,1793.41,10,14.9,parceiro,1793.41,179.341,1628.969,tx_000792,boleto,chargeback,1628.97,1575.29,13:13:27,False,0.0009999999999763531,False,Cliente 2082,restaurante,SC,Sul,2022-05-25,Notebook 647,Eletrônicos,Notebook,1949.05,1489.81,True,2024-09-06,2024,9,6,4,September,False,303.60000000000014,13,0,0,1,0,5
793,2857,619,2024-09-27,1900-01-01 18:14:37,site,1,545.78,15,24.9,zoop,545.78,81.86699999999999,488.813,tx_000793,pix,aprovado,488.81,491.34,18:14:37,False,0.002999999999985903,False,Cliente 2857,industria,PA,Norte,2022-07-24,Creme 619,Beleza,Creme,575.99,317.43,True,2024-09-27,2024,9,27,4,September,False,228.34999999999997,18,0,0,0,0,0
794,2714,1008,2024-07-24,1900-01-01 08:44:48,marketplace,1,233.81,5,9.9,parceiro,233.81,11.6905,232.01950000000002,tx_000794,boleto,chargeback,232.02,227.52,08:44:48,False,0.0004999999999881766,False,Cliente 2714,saude,PA,Norte,2023-04-02,Teclado 1008,Escritório,Teclado,227.2,138.84,True,2024-07-24,2024,7,24,2,July,False,94.97,8,0,0,1,0,5
795,4845,1022,2024-08-20,1900-01-01 08:55:20,app,1,774.24,5,14.9,parceiro,774.24,38.712,750.428,tx_000795,cartao_credito,estornado,750.43,715.8699999999999,08:55:20,False,0.0019999999999527063,False,Cliente 4845,educacao,PE,Nordeste,2022-04-14,Notebook 1022,Eletrônicos,Notebook,764.18,532.6,True,2024-08-20,2024,8,20,1,August,False,241.64,8,0,0,0,0,0
796,1557,1003,2024-03-04,1900-01-01 14:17:56,marketplace,3,771.14,0,0.0,parceiro,2313.42,0.0,2313.42,tx_000796,boleto,estornado,2313.42,2352.86,14:17:56,False,0.0,False,Cliente 1557,tecnologia,MS,Centro-Oeste,2023-08-01,Liquidificador 1003,Casa & Cozinha,Liquidificador,829.65,415.66,True,2024-03-04,2024,3,4,0,March,False,1066.44,14,0,0,0,0,0
797,4438,778,2024-01-18,1900-01-01 06:19:13,marketplace,1,135.53,15,9.9,parceiro,135.53,20.3295,125.10050000000001,tx_000797,boleto,recusado,125.1,119.04,06:19:13,False,0.0005000000000165983,False,Cliente 4438,industria,DF,Centro-Oeste,2022-11-01,Shampoo 778,Beleza,Shampoo,137.09,78.2,True,2024-01-18,2024,1,18,3,January,False,57.33,6,0,0,0,0,0
798,2816,868,2024-09-19,1900-01-01 07:46:14,app,3,112.85,15,0.0,parceiro,338.54999999999995,50.78249999999999,287.7675,tx_000798,boleto,recusado,287.77,290.32,07:46:14,False,0.0024999999999977263,False,Cliente 2816,restaurante,BA,Nordeste,2022-03-23,Camiseta 868,Moda,Camiseta,121.06,85.55,True,2024-09-19,2024,9,19,3,September,False,81.89999999999998,7,0,0,0,0,0
799,1387,739,2024-01-05,1900-01-01 19:00:39,app,1,157.13,15,0.0,zoop,157.13,23.569499999999998,133.5605,tx_000799,cartao_credito,aprovado,133.56,134.9,19:00:39,False,0.0004999999999881766,False,Cliente 1387,educacao,RJ,Sudeste,2022-03-12,Câmera 739,Eletrônicos,Câmera,151.53,110.57,True,2024-01-05,2024,1,5,4,January,False,46.56,19,0,0,0,0,0
800,3233,631,2024-07-21,1900-01-01 04:22:16,site,2,1412.65,0,9.9,zoop,2825.3,0.0,2835.2000000000003,tx_000800,pix,estornado,2835.2,2852.58,04:22:16,False,4.547473508864641e-13,False,Cliente 3233,educacao,RS,Sul,2022-03-01,Cadeira 631,Escritório,Cadeira,1387.5,1089.81,True,2024-07-21,2024,7,21,6,July,True,645.6800000000003,4,1,0,0,0,3
801,4664,588,2024-11-08,1900-01-01 01:46:41,app,1,455.96,0,14.9,parceiro,455.96,0.0,470.85999999999996,tx_000801,pix,recusado,470.86,469.19,01:46:41,False,5.684341886080802e-14,False,Cliente 4664,varejo,GO,Centro-Oeste,2023-06-25,Camiseta 588,Moda,Camiseta,478.24,343.53,True,2024-11-08,2024,11,8,4,November,False,112.43,1,0,0,0,0,0
802,1272,521,2024-01-29,1900-01-01 22:44:31,marketplace,2,1439.95,0,24.9,zoop,2879.9,0.0,2904.8,tx_000802,cartao_credito,estornado,2904.8,2944.4300000000003,22:44:31,False,0.0,False,Cliente 1272,restaurante,MG,Sudeste,2022-08-15,Notebook 521,Eletrônicos,Notebook,1435.04,915.87,True,2024-01-29,2024,1,29,0,January,False,1048.16,22,0,0,0,0,0
803,1654,778,2024-07-09,1900-01-01 07:53:35,site,3,136.61,10,0.0,zoop,409.83000000000004,40.983000000000004,368.84700000000004,tx_000803,pix,recusado,368.85,367.71,07:53:35,False,0.002999999999985903,False,Cliente 1654,restaurante,RJ,Sudeste,2022-07-26,Shampoo 778,Beleza,Shampoo,137.09,78.2,True,2024-07-09,2024,7,9,1,July,False,175.23000000000002,7,0,0,0,0,0
804,1591,784,2024-10-05,1900-01-01 02:06:54,marketplace,3,600.0,5,19.9,parceiro,1800.0,90.0,1729.9,tx_000804,cartao_credito,estornado,1729.9,1718.0500000000002,02:06:54,False,0.0,False,Cliente 1591,restaurante,DF,Centro-Oeste,2022-07-04,Aspirador 784,Casa & Cozinha,Aspirador,99.67,68.05,True,2024-10-05,2024,10,5,5,October,True,1595.85,2,1,0,0,0,3
805,4546,1089,2024-07-27,1900-01-01 06:11:11,app,2,1477.06,5,9.9,parceiro,2954.12,147.706,2816.314,tx_000805,pix,aprovado,2816.31,2828.41,06:11:11,False,0.0039999999999054126,False,Cliente 4546,industria,AM,Norte,2023-01-19,Liquidificador 1089,Casa & Cozinha,Liquidificador,1545.08,972.29,True,2024-07-27,2024,7,27,5,July,True,1009.54,6,0,0,0,1,4
806,1058,772,2024-12-21,1900-01-01 20:43:13,site,1,1665.0,0,0.0,zoop,1665.0,0.0,1665.0,tx_000806,boleto,recusado,1665.0,1704.69,20:43:13,False,0.0,False,Cliente 1058,educacao,SP,Sudeste,2022-11-28,Fone de Ouvido 772,Eletrônicos,Fone de Ouvido,1798.33,1196.67,True,2024-12-21,2024,12,21,5,December,True,468.3299999999999,20,0,0,0,0,0
807,2252,892,2024-09-26,1900-01-01 13:06:44,site,3,218.18,0,9.9,parceiro,654.54,0.0,664.4399999999999,tx_000807,boleto,chargeback,664.44,639.0500000000001,13:06:44,False,1.1368683772161603e-13,False,Cliente 2252,restaurante,RN,Nordeste,2023-04-09,Liquidificador 892,Casa & Cozinha,Liquidificador,227.93,168.9,True,2024-09-26,2024,9,26,3,September,False,147.83999999999992,13,0,0,1,0,5
808,2838,674,2024-01-29,1900-01-01 04:49:02,app,1,290.58,15,19.9,zoop,290.58,43.586999999999996,266.893,tx_000808,boleto,recusado,266.89,258.18,04:49:02,False,0.002999999999985903,False,Cliente 2838,varejo,TO,Norte,2023-05-31,Tênis 674,Moda,Tênis,321.17,234.55,True,2024-01-29,2024,1,29,0,January,False,56.02999999999997,4,0,0,0,0,0
809,1288,1085,2024-07-03,1900-01-01 06:26:34,site,2,1138.13,15,19.9,parceiro,2276.26,341.439,1954.7210000000002,tx_000809,cartao_credito,chargeback,1954.72,2541.14,06:26:34,True,0.0010000000002037268,False,Cliente 1288,restaurante,PR,Sul,2022-02-16,Camiseta 1085,Moda,Camiseta,1152.53,920.52,True,2024-07-03,2024,7,3,2,July,False,435.22000000000025,6,0,1,1,0,9
810,1123,562,2024-02-19,1900-01-01 15:15:08,marketplace,1,1787.3,0,19.9,zoop,1787.3,0.0,1807.2,tx_000810,boleto,chargeback,1807.2,1265.04,15:15:08,True,0.0,False,Cliente 1123,saude,SC,Sul,2023-07-11,Cadeira 562,Escritório,Cadeira,1881.31,1382.12,True,2024-02-19,2024,2,19,0,February,False,405.18000000000006,15,0,1,1,0,9
811,3521,973,2024-02-15,1900-01-01 06:48:49,app,1,915.76,5,0.0,zoop,915.76,45.788000000000004,869.972,tx_000811,boleto,aprovado,869.97,861.08,06:48:49,False,0.0019999999999527063,False,Cliente 3521,saude,PA,Norte,2022-06-30,Aspirador 973,Casa & Cozinha,Aspirador,1011.68,776.78,True,2024-02-15,2024,2,15,3,February,False,138.98000000000002,6,0,0,0,0,0
812,1837,1054,2024-07-13,1900-01-01 18:02:47,site,3,1116.86,15,9.9,zoop,3350.58,502.587,2857.893,tx_000812,cartao_credito,chargeback,2857.89,2800.91,18:02:47,False,0.003000000000156433,False,Cliente 1837,educacao,CE,Nordeste,2022-07-17,Tênis 1054,Moda,Tênis,1143.86,677.9,True,2024-07-13,2024,7,13,5,July,True,1316.88,18,0,0,1,0,5
813,1492,526,2024-05-09,1900-01-01 01:24:45,app,3,2683.868853174065,0,19.9,zoop,8051.606559522195,0.0,8071.506559522195,tx_000813,boleto,recusado,8071.51,8347.06,01:24:45,False,0.0034404778052703477,False,Cliente 1492,industria,RN,Nordeste,2022-09-19,Smartphone 526,Eletrônicos,Smartphone,1494.27,856.88,True,2024-05-09,2024,5,9,3,May,False,5480.966559522196,1,1,0,0,0,3
814,3333,672,2024-10-07,1900-01-01 02:30:53,app,2,745.81,5,19.9,zoop,1491.62,74.581,1436.939,tx_000814,cartao_credito,recusado,1436.94,1486.43,02:30:53,False,0.0009999999999763531,False,Cliente 3333,industria,SC,Sul,2022-03-21,Mesa 672,Escritório,Mesa,827.81,638.45,True,2024-10-07,2024,10,7,0,October,False,214.7199999999998,2,0,0,0,0,0
815,1593,731,2024-06-03,1900-01-01 09:54:50,site,1,465.71,10,9.9,zoop,465.71,46.571,429.039,tx_000815,cartao_credito,chargeback,429.04,409.73,09:54:50,False,0.0010000000000331966,False,Cliente 1593,servicos,RS,Sul,2022-05-21,Notebook 731,Eletrônicos,Notebook,447.97,333.75,True,2024-06-03,2024,6,3,0,June,False,131.95999999999998,9,0,0,1,0,5
816,3654,907,2024-01-08,1900-01-01 04:21:11,marketplace,2,1858.44,0,9.9,zoop,3716.88,0.0,3726.78,tx_000816,boleto,chargeback,3726.78,3576.8100000000004,04:21:11,False,0.0,False,Cliente 3654,servicos,PR,Sul,2022-11-07,Câmera 907,Eletrônicos,Câmera,1993.6,1374.93,True,2024-01-08,2024,1,8,0,January,False,967.02,4,1,0,1,0,8
817,3390,779,2024-06-05,1900-01-01 23:52:28,app,1,275.82,15,24.9,zoop,275.82,41.373,259.347,tx_000817,boleto,aprovado,259.35,253.18000000000004,23:52:28,False,0.0030000000000427463,False,Cliente 3390,industria,AC,Norte,2022-11-08,Creme 779,Beleza,Creme,270.5,141.54,True,2024-06-05,2024,6,5,2,June,False,134.28,23,0,0,0,0,0
818,1853,688,2024-08-03,1900-01-01 20:40:22,site,1,1700.01,15,19.9,zoop,1700.01,255.0015,1464.9085,tx_000818,pix,aprovado,1464.91,1417.41,20:40:22,False,0.0015000000000782165,False,Cliente 1853,servicos,BA,Nordeste,2023-05-05,Liquidificador 688,Casa & Cozinha,Liquidificador,1794.45,1241.58,True,2024-08-03,2024,8,3,5,August,True,458.43000000000006,20,0,0,0,0,0
819,3669,977,2024-11-04,1900-01-01 09:46:35,marketplace,1,1771.58,10,14.9,parceiro,1771.58,177.15800000000002,1609.3220000000001,tx_000819,pix,recusado,1609.32,1689.6999999999998,09:46:35,False,0.00200000000018008,False,Cliente 3669,varejo,BA,Nordeste,2022-05-03,Teclado 977,Escritório,Teclado,1960.54,1026.6,True,2024-11-04,2024,11,4,0,November,False,744.98,9,0,0,0,0,0
820,3394,1054,2024-06-28,1900-01-01 03:24:02,site,1,1052.02,10,24.9,zoop,1052.02,105.202,971.718,tx_000820,cartao_credito,recusado,971.72,1000.41,03:24:02,False,0.002000000000066393,False,Cliente 3394,varejo,AC,Norte,2022-10-21,Tênis 1054,Moda,Tênis,1143.86,677.9,True,2024-06-28,2024,6,28,4,June,False,374.12,3,0,0,0,0,0
821,1700,941,2024-10-03,1900-01-01 12:48:44,marketplace,3,1136.92,10,19.9,parceiro,3410.76,341.076,3089.5840000000003,tx_000821,pix,chargeback,3089.58,3146.6,12:48:44,False,0.00400000000036016,False,Cliente 1700,tecnologia,CE,Nordeste,2022-06-11,Creme 941,Beleza,Creme,1205.86,662.27,True,2024-10-03,2024,10,3,3,October,False,1423.9500000000003,12,0,0,1,0,5
822,4241,1027,2024-12-11,1900-01-01 13:08:13,site,1,97.4,10,14.9,parceiro,97.4,9.740000000000002,102.56,tx_000822,cartao_credito,chargeback,102.56,103.15,13:08:13,False,0.0,False,Cliente 4241,industria,PE,Nordeste,2023-01-02,Creme 1027,Beleza,Creme,100.46,76.76,True,2024-12-11,2024,12,11,2,December,False,20.64,13,0,0,1,0,5
823,2061,525,2024-09-18,1900-01-01 23:14:28,marketplace,1,217.55,0,24.9,zoop,217.55,0.0,242.45000000000002,tx_000823,pix,aprovado,242.45,237.6,23:14:28,False,2.842170943040401e-14,False,Cliente 2061,educacao,BA,Nordeste,2022-06-28,Calça 525,Moda,Calça,212.63,132.67,True,2024-09-18,2024,9,18,2,September,False,84.88000000000002,23,0,0,0,0,0
824,3010,799,2024-11-13,1900-01-01 18:08:05,site,1,1697.58,15,24.9,zoop,1697.58,254.63699999999997,1467.843,tx_000824,boleto,chargeback,1467.84,1529.13,18:08:05,False,0.003000000000156433,False,Cliente 3010,saude,PR,Sul,2022-10-30,Liquidificador 799,Casa & Cozinha,Liquidificador,1758.1,887.23,True,2024-11-13,2024,11,13,2,November,False,810.3499999999999,18,0,0,1,0,5
825,2610,631,2024-04-11,1900-01-01 10:14:17,marketplace,3,1361.21,10,19.9,zoop,4083.63,408.36300000000006,3695.167,tx_000825,cartao_credito,aprovado,3695.17,3870.58,10:14:17,False,0.003000000000156433,False,Cliente 2610,educacao,SC,Sul,2023-07-10,Cadeira 631,Escritório,Cadeira,1387.5,1089.81,True,2024-04-11,2024,4,11,3,April,False,814.2000000000003,10,0,0,0,0,0
826,3066,662,2024-03-01,1900-01-01 07:36:33,app,3,860.34,5,9.9,zoop,2581.02,129.05100000000002,2461.869,tx_000826,cartao_credito,estornado,2461.87,2339.02,07:36:33,False,0.0009999999997489795,False,Cliente 3066,servicos,BA,Nordeste,2022-09-20,Perfume 662,Beleza,Perfume,894.76,569.52,True,2024-03-01,2024,3,1,4,March,False,872.46,7,0,0,0,0,0
827,1689,568,2024-03-26,1900-01-01 06:47:46,marketplace,1,293.18,0,14.9,parceiro,293.18,0.0,308.08,tx_000827,pix,chargeback,308.08,369.7,06:47:46,True,0.0,False,Cliente 1689,industria,SP,Sudeste,2022-07-10,Câmera 568,Eletrônicos,Câmera,301.08,208.01,True,2024-03-26,2024,3,26,1,March,False,85.17000000000002,6,0,1,1,0,9
828,1007,714,2024-04-21,1900-01-01 00:03:01,marketplace,3,1388.17,5,14.9,parceiro,4164.51,208.2255,3971.1845000000003,tx_000828,boleto,chargeback,3971.18,3176.94,00:03:01,True,0.004500000000462023,False,Cliente 1007,varejo,AC,Norte,2023-07-29,Câmera 714,Eletrônicos,Câmera,1537.75,1048.68,True,2024-04-21,2024,4,21,6,April,True,1018.4700000000003,0,1,1,1,0,12
829,2858,746,2024-10-30,1900-01-01 01:29:35,marketplace,2,1845.7137118285991,0,14.9,zoop,3691.4274236571982,0.0,3706.3274236571983,tx_000829,pix,recusado,3706.33,3777.87,01:29:35,False,0.0025763428016034595,False,Cliente 2858,industria,BA,Nordeste,2022-09-05,Camiseta 746,Moda,Camiseta,1231.3,792.48,True,2024-10-30,2024,10,30,2,October,False,2106.467423657198,1,1,0,0,0,3
830,2664,503,2024-01-12,1900-01-01 18:54:54,marketplace,1,184.2,5,9.9,parceiro,184.2,9.209999999999999,184.89,tx_000830,pix,aprovado,184.89,175.82,18:54:54,False,0.0,False,Cliente 2664,educacao,RN,Nordeste,2022-03-26,Smartphone 503,Eletrônicos,Smartphone,201.56,137.25,True,2024-01-12,2024,1,12,4,January,False,46.94999999999999,18,0,0,0,0,0
831,1826,968,2024-10-24,1900-01-01 21:34:49,app,1,755.14,15,0.0,parceiro,755.14,113.271,641.869,tx_000831,pix,aprovado,641.87,665.59,21:34:49,False,0.0009999999999763531,False,Cliente 1826,varejo,SC,Sul,2023-02-11,Mesa 968,Escritório,Mesa,765.42,586.89,True,2024-10-24,2024,10,24,3,October,False,168.25,21,0,0,0,0,0
832,2230,1057,2024-02-12,1900-01-01 17:27:30,app,1,753.19,0,0.0,zoop,753.19,0.0,753.19,tx_000832,cartao_credito,estornado,753.19,979.15,17:27:30,True,0.0,False,Cliente 2230,servicos,DF,Centro-Oeste,2022-10-26,Câmera 1057,Eletrônicos,Câmera,717.33,506.5,True,2024-02-12,2024,2,12,0,February,False,246.69000000000005,17,0,1,0,0,4
833,4774,1028,2024-05-21,1900-01-01 21:14:15,site,1,1825.54,15,0.0,zoop,1825.54,273.83099999999996,1551.709,tx_000833,cartao_credito,chargeback,1551.71,1484.91,21:14:15,False,0.0009999999999763531,False,Cliente 4774,industria,SC,Sul,2023-06-21,Calça 1028,Moda,Calça,1891.39,1035.52,True,2024-05-21,2024,5,21,1,May,False,790.02,21,0,0,1,0,5
834,3144,588,2024-06-11,1900-01-01 02:42:38,app,2,470.25,10,24.9,zoop,940.5,94.05000000000001,871.35,tx_000834,pix,recusado,871.35,895.12,02:42:38,False,0.0,False,Cliente 3144,restaurante,AC,Norte,2023-04-05,Camiseta 588,Moda,Camiseta,478.24,343.53,True,2024-06-11,2024,6,11,1,June,False,253.44000000000005,2,0,0,0,0,0
835,4110,1088,2024-06-07,1900-01-01 04:01:12,marketplace,1,1163.15,0,14.9,zoop,1163.15,0.0,1178.0500000000002,tx_000835,pix,recusado,1178.05,1189.56,04:01:12,False,2.2737367544323206e-13,False,Cliente 4110,tecnologia,RN,Nordeste,2022-06-13,Perfume 1088,Beleza,Perfume,1168.54,748.49,True,2024-06-07,2024,6,7,4,June,False,414.6600000000001,4,0,0,0,0,0
836,2327,745,2024-05-22,1900-01-01 13:26:01,app,2,707.28,10,24.9,parceiro,1414.56,141.456,1298.0040000000001,tx_000836,cartao_credito,estornado,1298.0,1323.54,13:26:01,False,0.004000000000132786,False,Cliente 2327,servicos,PR,Sul,2022-01-02,Fone de Ouvido 745,Eletrônicos,Fone de Ouvido,731.44,509.49,True,2024-05-22,2024,5,22,2,May,False,395.5799999999999,13,0,0,0,0,0
